序号,大包号,客户来源,创建时间(UTC+08:00),来源仓,计费重,预计件数,实际件数,渠道,状态,目的国,起运港,目的港,MBL提单号,分单号,业务编号,箱号,封号,装箱时间(UTC+08:00),装箱人,仓干交接时间(UTC+08:00),仓干交接人,清关口岸,提单收件人,批次号,车牌号
90,KRRM04320964,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,10280.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:10:49,韩龙盼,2026-05-14 10:46:15,崔言芹,,,D001563-W260514-0013,LFCE621
91,KRRM04320704,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,17500.000,17,17,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:09:06,韩龙盼,2026-05-14 10:35:20,谭业臣,,,D001563-W260514-0013,LFCE621
92,KRRM04320717,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,4040.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:57:33,韩龙盼,2026-05-14 10:57:13,崔言芹,,,D001563-W260514-0013,LFCE621
93,KRRM04320797,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,8950.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:55:15,韩龙盼,2026-05-14 11:04:45,崔言芹,,,D001563-W260514-0013,LFCE621
94,KRRM04320956,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3020.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:12:03,韩龙盼,2026-05-14 10:45:58,崔言芹,,,D001563-W260514-0013,LFCE621
95,KRRM04320702,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3130.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:04:19,韩龙盼,2026-05-14 10:49:11,谭业臣,,,D001563-W260514-0013,LFCE621
96,KRRM04320959,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,8119.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:57:43,韩龙盼,2026-05-14 10:56:23,谭业臣,,,D001563-W260514-0013,LFCE621
97,KRRM04320803,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,6500.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:02:43,韩龙盼,2026-05-14 10:57:44,崔言芹,,,D001563-W260514-0013,LFCE621
98,KRRM04320818,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,6420.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:12:10,韩龙盼,2026-05-14 10:45:49,崔言芹,,,D001563-W260514-0013,LFCE621
99,KRRM04320680,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3870.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:56:40,韩龙盼,2026-05-14 11:08:05,崔言芹,,,D001563-W260514-0013,LFCE621
100,KRRM04320780,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3560.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:45:42,韩龙盼,2026-05-14 11:05:25,谭业臣,,,D001563-W260514-0013,LFEF086
101,KRRM04320955,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,8560.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:05:14,韩龙盼,2026-05-14 10:55:08,崔言芹,,,D001563-W260514-0013,LFCE621
102,KRRM04320746,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,2270.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:04:53,韩龙盼,2026-05-14 10:54:09,崔言芹,,,D001563-W260514-0013,LFCE621
103,KRRM04320835,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3930.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:06:04,韩龙盼,2026-05-14 10:57:03,谭业臣,,,D001563-W260514-0013,LFCE621
104,KRRM04320674,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,2700.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:42:09,韩龙盼,2026-05-14 11:03:11,谭业臣,,,D001563-W260514-0013,LFEF086
105,KRRM04320830,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,4740.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:09:38,韩龙盼,2026-05-14 10:52:07,崔言芹,,,D001563-W260514-0013,LFCE621
106,KRRM04320794,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3590.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:55:23,韩龙盼,2026-05-14 11:05:00,崔言芹,,,D001563-W260514-0013,LFCE621
107,KRRM04320767,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3970.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:06:59,韩龙盼,2026-05-14 10:54:03,崔言芹,,,D001563-W260514-0013,LFCE621
108,KRRM04320726,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,5160.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:02:58,韩龙盼,2026-05-14 10:59:34,崔言芹,,,D001563-W260514-0013,LFCE621
109,KRRM04320834,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,2740.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:05:28,韩龙盼,2026-05-14 10:54:22,崔言芹,,,D001563-W260514-0013,LFCE621
110,KRRM04320790,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3210.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:10:40,韩龙盼,2026-05-14 10:47:14,崔言芹,,,D001563-W260514-0013,LFCE621
111,KRRM04320773,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,6160.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:48:04,韩龙盼,2026-05-14 11:05:44,谭业臣,,,D001563-W260514-0013,LFEF086
112,KRRM04320788,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3920.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:45:54,韩龙盼,2026-05-14 11:05:21,谭业臣,,,D001563-W260514-0013,LFEF086
113,KRRM04320718,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,2870.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:05:36,韩龙盼,2026-05-14 10:54:00,崔言芹,,,D001563-W260514-0013,LFCE621
114,KRRM04320765,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,7560.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:06:00,韩龙盼,2026-05-14 10:56:47,崔言芹,,,D001563-W260514-0013,LFCE621
115,KRRM04320809,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,2740.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:12:16,韩龙盼,2026-05-14 10:44:28,崔言芹,,,D001563-W260514-0013,LFCE621
116,KRRM04320721,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3170.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:45:38,韩龙盼,2026-05-14 11:04:52,谭业臣,,,D001563-W260514-0013,LFEF086
117,KRRM04320686,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,6760.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:05:49,韩龙盼,2026-05-14 10:49:33,谭业臣,,,D001563-W260514-0013,LFCE621
118,KRRM04320764,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,27800.000,44,44,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:13:34,韩龙盼,2026-05-14 10:35:02,谭业臣,,,D001563-W260514-0013,LFCE621
119,KRRM04320714,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,22900.000,39,39,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:11:06,韩龙盼,2026-05-14 10:35:14,谭业臣,,,D001563-W260514-0013,LFCE621
120,KRRM04320760,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,5730.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:05:21,韩龙盼,2026-05-14 10:54:00,崔言芹,,,D001563-W260514-0013,LFCE621
121,KRRM04320723,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,11700.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:11:00,韩龙盼,2026-05-14 10:39:12,崔言芹,,,D001563-W260514-0013,LFCE621
122,KRRM04320813,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,2683.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:12:51,韩龙盼,2026-05-14 10:38:15,谭业臣,,,D001563-W260514-0013,LFCE621
123,KRRM04320759,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,1810.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:59:50,韩龙盼,2026-05-14 11:03:38,崔言芹,,,D001563-W260514-0013,LFCE621
124,KRRM04320826,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3130.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:13:03,韩龙盼,2026-05-14 10:39:12,谭业臣,,,D001563-W260514-0013,LFCE621
125,KRRM04320869,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3240.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:09:57,韩龙盼,2026-05-14 10:47:55,崔言芹,,,D001563-W260514-0013,LFCE621
126,KRRM04320903,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,5300.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:09:23,韩龙盼,2026-05-14 10:48:20,崔言芹,,,D001563-W260514-0013,LFCE621
127,KRRM04320728,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,27070.000,78,78,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:10:57,韩龙盼,2026-05-14 10:35:18,谭业臣,,,D001563-W260514-0013,LFCE621
128,KRRM04320904,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,6950.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:38:28,韩龙盼,2026-05-14 11:11:43,谭业臣,,,D001563-W260514-0013,LFEF086
129,KRRM04320705,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,22400.000,42,42,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:08:50,韩龙盼,2026-05-14 10:36:21,崔言芹,,,D001563-W260514-0013,LFCE621
130,KRRM04320802,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,23170.000,45,45,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:11:24,韩龙盼,2026-05-14 10:35:11,谭业臣,,,D001563-W260514-0013,LFCE621
131,KRRM04320701,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3340.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:09:44,韩龙盼,2026-05-14 10:48:57,崔言芹,,,D001563-W260514-0013,LFCE621
132,KRRM04320815,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,5350.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:36:33,韩龙盼,2026-05-14 11:12:35,谭业臣,,,D001563-W260514-0013,LFEF086
133,KRRM04320688,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,2730.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:07:37,韩龙盼,2026-05-14 10:51:46,崔言芹,,,D001563-W260514-0013,LFCE621
134,KRRM04320690,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,5160.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:59:47,韩龙盼,2026-05-14 11:03:13,崔言芹,,,D001563-W260514-0013,LFCE621
135,KRRM04320841,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,2690.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:55:40,韩龙盼,2026-05-14 11:05:33,崔言芹,,,D001563-W260514-0013,LFCE621
136,KRRM04320693,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,2200.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:12:18,韩龙盼,2026-05-14 10:43:38,崔言芹,,,D001563-W260514-0013,LFCE621
137,KRRM04320744,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,26440.000,55,55,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:13:18,韩龙盼,2026-05-14 10:35:06,崔言芹,,,D001563-W260514-0013,LFCE621
138,KRRM04320814,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,2250.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:05:48,韩龙盼,2026-05-14 10:54:31,崔言芹,,,D001563-W260514-0013,LFCE621
139,KRRM04320727,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,2310.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:44:42,韩龙盼,2026-05-14 11:03:08,谭业臣,,,D001563-W260514-0013,LFEF086
140,KRRM04320842,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,4230.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:39:45,韩龙盼,2026-05-14 11:08:10,谭业臣,,,D001563-W260514-0013,LFEF086
141,KRRM04320800,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3030.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:11:34,韩龙盼,2026-05-14 10:45:43,崔言芹,,,D001563-W260514-0013,LFCE621
142,KRRM04320745,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,2720.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:00:16,韩龙盼,2026-05-14 11:02:08,崔言芹,,,D001563-W260514-0013,LFCE621
143,KRRM04320747,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,5160.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:04:03,韩龙盼,2026-05-14 10:57:21,崔言芹,,,D001563-W260514-0013,LFCE621
144,KRRM04320776,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3000.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:01:39,韩龙盼,2026-05-14 10:57:50,崔言芹,,,D001563-W260514-0013,LFCE621
145,KRRM04320750,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3210.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:12:36,韩龙盼,2026-05-14 10:44:45,崔言芹,,,D001563-W260514-0013,LFCE621
146,KRRM04320749,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,2730.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:09:25,韩龙盼,2026-05-14 10:52:35,崔言芹,,,D001563-W260514-0013,LFCE621
147,KRRM04320774,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,5740.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:08:42,韩龙盼,2026-05-14 10:53:01,崔言芹,,,D001563-W260514-0013,LFCE621
148,KRRM04320778,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3720.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:07:13,韩龙盼,2026-05-14 10:54:52,崔言芹,,,D001563-W260514-0013,LFCE621
149,KRRM04320782,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,8300.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:10:22,韩龙盼,2026-05-14 10:46:51,谭业臣,,,D001563-W260514-0013,LFCE621
150,KRRM04320710,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,4460.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:14:15,韩龙盼,2026-05-14 10:38:38,崔言芹,,,D001563-W260514-0013,LFCE621
151,KRRM04320734,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,15710.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:01:55,韩龙盼,2026-05-14 10:58:17,崔言芹,,,D001563-W260514-0013,LFCE621
152,KRRM04320751,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,4620.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:55:33,韩龙盼,2026-05-14 11:05:26,崔言芹,,,D001563-W260514-0013,LFCE621
153,KRRM04320743,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,4830.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:12:14,韩龙盼,2026-05-14 10:43:33,崔言芹,,,D001563-W260514-0013,LFCE621
154,KRRM04320683,AE海运,2026-05-14 10:33:37,威海心怡优选分拨仓,3710.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:12:08,韩龙盼,2026-05-14 10:43:57,崔言芹,,,D001563-W260514-0013,LFCE621
155,KRRM04320678,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,2880.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:08:13,韩龙盼,2026-05-14 10:54:20,崔言芹,,,D001563-W260514-0013,LFCE621
156,KRRM04320756,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,2960.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:14:07,韩龙盼,2026-05-14 10:35:06,谭业臣,,,D001563-W260514-0013,LFCE621
157,KRRM04320762,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,2647.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:14:12,韩龙盼,2026-05-14 10:35:12,谭业臣,,,D001563-W260514-0013,LFCE621
158,KRRM04320761,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,9480.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:58:25,韩龙盼,2026-05-14 11:03:32,崔言芹,,,D001563-W260514-0013,LFCE621
159,KRRM04320754,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,8109.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:10:10,韩龙盼,2026-05-14 10:48:00,崔言芹,,,D001563-W260514-0013,LFCE621
160,KRRM04320757,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,9860.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:38:37,韩龙盼,2026-05-14 11:10:24,谭业臣,,,D001563-W260514-0013,LFEF086
161,KRRM04320731,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,4590.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:39:48,韩龙盼,2026-05-14 11:09:52,谭业臣,,,D001563-W260514-0013,LFEF086
162,KRRM04320729,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,19700.000,36,36,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:11:16,韩龙盼,2026-05-14 10:35:22,崔言芹,,,D001563-W260514-0013,LFCE621
163,KRRM04320739,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,3090.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:02:35,韩龙盼,2026-05-14 10:56:17,谭业臣,,,D001563-W260514-0013,LFCE621
164,KRRM04320732,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,9630.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:10:42,韩龙盼,2026-05-14 10:45:37,崔言芹,,,D001563-W260514-0013,LFCE621
165,KRRM04320737,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,8270.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:08:05,韩龙盼,2026-05-14 10:50:02,谭业臣,,,D001563-W260514-0013,LFCE621
166,KRRM04320447,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,21230.000,22,22,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:06:43,韩龙盼,2026-05-14 10:35:59,谭业臣,,,D001563-W260514-0013,LFCE621
167,KRRM04320580,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,8100.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:05:33,韩龙盼,2026-05-14 10:56:22,崔言芹,,,D001563-W260514-0013,LFCE621
168,KRRM04320421,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,22800.000,32,32,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:58:12,韩龙盼,2026-05-14 10:36:40,崔言芹,,,D001563-W260514-0013,LFCE621
169,KRRM04320636,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,5580.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:07:39,韩龙盼,2026-05-14 10:51:43,崔言芹,,,D001563-W260514-0013,LFCE621
170,KRRM04320581,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,22250.000,38,38,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:09:09,韩龙盼,2026-05-14 10:35:25,谭业臣,,,D001563-W260514-0013,LFCE621
171,KRRM04320428,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,21350.000,22,22,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:03:25,韩龙盼,2026-05-14 10:36:34,崔言芹,,,D001563-W260514-0013,LFCE621
172,KRRM04320638,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,2520.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:12:45,韩龙盼,2026-05-14 10:44:03,崔言芹,,,D001563-W260514-0013,LFCE621
173,KRRM04320673,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,3190.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:10:01,韩龙盼,2026-05-14 10:52:25,崔言芹,,,D001563-W260514-0013,LFCE621
174,KRRM04320669,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,19320.000,28,28,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:11:13,韩龙盼,2026-05-14 10:35:21,崔言芹,,,D001563-W260514-0013,LFCE621
175,KRRM04320439,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,19770.000,13,13,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:06:34,韩龙盼,2026-05-14 10:36:24,崔言芹,,,D001563-W260514-0013,LFCE621
176,KRRM04320615,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,7050.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:02:10,韩龙盼,2026-05-14 10:58:28,崔言芹,,,D001563-W260514-0013,LFCE621
177,KRRM04320591,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,2320.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:49:28,韩龙盼,2026-05-14 11:02:01,谭业臣,,,D001563-W260514-0013,LFEF086
178,KRRM04320610,AE海运,2026-05-14 10:33:36,威海心怡优选分拨仓,4810.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 15:08:29,韩龙盼,2026-05-14 10:51:57,谭业臣,,,D001563-W260514-0013,LFCE621
